Name,Category,Rating,Reviews,Location_Area,Has_Website
Ramalinga Vilas,South Indian Restaurant,3.9,1418,"Chennai, Greater Chennai",0
City Diners,Chinese Restaurant,3.4,58,"Chennai, Greater Chennai",1
"Sri Ambe Bhojanalay - Unlimited Pure Veg Thali (Rajasthani, Gujarati & Bombay Meals)",Restaurant,4.1,32,"Chennai, Greater Chennai",0
Suprapadham Sweets And Veg Restaurant,Vegetarian Restaurant,3.8,882,"Chennai, Greater Chennai",0
ANDHRA BHOJANALAYA,Restaurant,4.3,99,"Chennai, Greater Chennai",0
Rajasthan bhojnalaya,Rajasthani Restaurant,4.1,277,"Chennai, Greater Chennai",0
Maya chats,Restaurant,4.2,939,"Chennai, Greater Chennai",0
ASWIN SMILE DENTAL CARE,Dental Clinic,4.9,34,"Gummidipundi, Greater Chennai",0
Shukra Dental Centre Mint,Dental Clinic,4.9,109,"Chennai, Greater Chennai",0
Broadway Dental & Face Care,Dental Clinic,4.8,75,"Chennai, Greater Chennai",0
DR SEN & SEN DENTAL CLINICS,Dentist,4.4,17,"Chennai, Greater Chennai",0
Chennai Dental Centre Broadway,Dental Clinic,4.4,14,"Chennai, Greater Chennai",1
SR Dental Clinic - Mannady,Dental Clinic,4.7,21,"Chennai, Greater Chennai",1
P.R.S Dental Care,Dentist,5.0,2,"Chennai, Greater Chennai",0
Dr. Hasan Dental clinic,Dentist,4.8,19,"Chennai, Greater Chennai",0
Sri Munees Chettinadu Mess,Chettinad Restaurant,4.0,134,"Chennai, Greater Chennai",0
CHENNAI DARBAR RESTAURANT,Fast Food Restaurant,4.0,19,"Chennai, Greater Chennai",1
RAJA CATERING SERVICES [RCS] A.M.YUVARAJ,Indian Restaurant,4.9,233,"Chennai, Greater Chennai",0
H.Akbar Mess,Biryani Restaurant,3.9,1466,"Chennai, Greater Chennai",0
Atho Street food,Burmese Restaurant,4.2,3605,"Chennai, Greater Chennai",0
Delhi tandoori Chaap,Fast Food Restaurant,4.2,477,"Chennai, Greater Chennai",0
Seena Bhai 1977 Dosa Centre,South Indian Restaurant,4.2,1217,"Chennai, Greater Chennai",0
Kayal Mess,Restaurant,4.3,68,"Chennai, Greater Chennai",0
Rekha Mithai,Restaurant,4.3,1038,"Chennai, Greater Chennai",1
AJAB MITHAI GHAR,Candy Store,4.2,916,"Chennai, Greater Chennai",0
Nizami Biryani,Restaurant,4.8,26,"Chennai, Greater Chennai",0
Swaad Kitchen,Restaurant,5.0,12,"Chennai, Greater Chennai",0
RAHUL DENTAL CARE,Dentist,4.8,15,"Chennai, Greater Chennai",1
Maruthi Dental Clinic,Dentist,4.1,9,"Chennai, Greater Chennai",0
Multispeciality Dental Clinic - Implant Centre - Best Dental Clinic in Sowcarpet,Dental Clinic,4.5,2,"Chennai, Greater Chennai",0
Mahaveer Dental Care,Dentist,0.0,0,"Chennai, Greater Chennai",0
New Look Salon,Beauty Salon,4.9,288,"Chennai, Greater Chennai",0
Greens Mens Hair Salon,Hair Salon,4.4,60,"Chennai, Greater Chennai",0
Ravis Men's Salon,Hair Salon,3.9,188,"Chennai, Greater Chennai",0
"Green Trends Unisex Salon, Royapuram, Chennai",Beauty Salon,4.8,3550,"Chennai, Greater Chennai",1
"Toni&Guy Hairdressing, Royapuram",Beauty Salon,4.9,525,"Chennai, Greater Chennai",1
Evolution Salon,Beauty Salon,4.6,33,"Chennai, Greater Chennai",0
Vurve Salon | Nungambakkam,Beauty Salon,4.6,4482,"Chennai, Greater Chennai",1
Apollo Pharmacy N.S.C Bose Road,Pharmacy,4.1,25,"Chennai, Greater Chennai",1
MedPlus Thatha Muthiappan Street,Pharmacy,4.4,24,"Chennai, Greater Chennai",1
Ramdev Pharmacy,Pharmacy,4.6,8,"Chennai, Greater Chennai",0
MedPlus Seven Wells George Town Exp,Pharmacy,4.0,8,"Chennai, Greater Chennai",1
Lal Medicals,Pharmacy,4.9,19,"Chennai, Greater Chennai",0
MedPlus Vepery High Road Pharmacy & Lab,Medical Laboratory,4.1,32,"Chennai, Greater Chennai",1
Smith Stocking & Co,Pharmacy,3.2,19,"Chennai, Greater Chennai",1
J K PHARMACY,Pharmacy,5.0,19,"Chennai, Greater Chennai",0
Madras medical,Pharmacy,5.0,5,"Chennai, Greater Chennai",0
Malick medicals,Pharmacy,4.4,8,"Chennai, Greater Chennai",0
J.K. Pharmacy,Pharmacy,3.8,5,"Chennai, Greater Chennai",0
MAHAVEER MEDICALS,Pharmacy,4.9,30,"Chennai, Greater Chennai",0
Mas Medicals,Pharmacy,4.8,13,"Chennai, Greater Chennai",0
MedPlus Kondithoppu Peddu Street Exp,Pharmacy,4.3,11,"Chennai, Greater Chennai",1
MedPlus Mint Street Elephant Gate,Pharmacy,4.4,8,"Chennai, Greater Chennai",1
CRAZY CUT,Hair Salon,4.8,12,"Chennai, Greater Chennai",0
AISHMAKEOVER,Beauty Salon,4.9,157,"Chennai, Greater Chennai",1
Sri Chakkara Pharmacy,Pharmacy,3.5,6,"Chennai, Greater Chennai",0
Mannady Pharmacy,Pharmacy,4.5,11,"Chennai, Greater Chennai",0
MedPlus Mannadi-Krishnan Koil St,Pharmacy,3.9,37,"Chennai, Greater Chennai",1
Tamil Nadu Medicals,Pharmacy,4.4,38,"Chennai, Greater Chennai",0
Apollo Pharmacy,Pharmacy,0.0,0,"Chennai, Greater Chennai",1
Rainy Clouds Salon & Spa - Massage Center,Massage Spa,4.3,189,"Chennai, Greater Chennai",1
